,供应商ID,供应商名,城市名,门店ID,门店名称,总成交额(元),预计收入(元),有效订单,笔单价(元),顾客实付金额(元),顾客实付笔单价(元),总支出(元),商家补贴(元),商家补贴力度,流失订单,流失订单预计损失(元),用户原因流失订单,配送原因流失订单数,商家原因流失订单数,其他原因流失订单数,商品金额,包装费,配送费,开始日,结束日
91,42267060178,河北雄安隆顺（原壹号花坊）,柳州,304892576,壹号花坊（柒色花艺馆沿江路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
92,42267060178,河北雄安隆顺（原壹号花坊）,六盘水,336849757,壹号花坊（爱花居钟山区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
96,42267060178,河北雄安隆顺（原壹号花坊）,唐山,2034988979,壹号花坊（暖阳花房友谊南路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
97,42267060178,河北雄安隆顺（原壹号花坊）,商丘,2036084080,壹号花坊（木兰藤花屋归德路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
98,42267060178,河北雄安隆顺（原壹号花坊）,常德,2043368141,洛神（武陵区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
101,42267060178,河北雄安隆顺（原壹号花坊）,株洲,336859643,壹号花坊（朵夏时光星通路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
102,42267060178,河北雄安隆顺（原壹号花坊）,本溪,336809812,壹号花坊（鲜花婚庆婚车曙光路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
103,42267060178,河北雄安隆顺（原壹号花坊）,营口,2036081114,壹号花坊（菲凡花艺站前区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
104,42267060178,河北雄安隆顺（原壹号花坊）,驻马店,2042666104,花兮花店（纬二路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
108,42267060178,河北雄安隆顺（原壹号花坊）,娄底,2042449630,花印象（凤阳街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
109,42267060178,河北雄安隆顺（原壹号花坊）,娄底,2036852692,壹号花坊（鲜花屋婚庆馆上渡街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
110,42267060178,河北雄安隆顺（原壹号花坊）,镇江,2042459710,花心花卉（云阳镇店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
111,42267060178,河北雄安隆顺（原壹号花坊）,上饶,2036252941,壹号花坊（蝴蝶兰鲜花店博山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
112,42267060178,河北雄安隆顺（原壹号花坊）,临汾,2042579673,时光花里花艺（平阳南街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
114,42267060178,河北雄安隆顺（原壹号花坊）,杭州,300028994,壹号花坊（花海桂花西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
115,42267060178,河北雄安隆顺（原壹号花坊）,中山,2042539721,花开娜时花卉（湖滨北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
116,42267060178,河北雄安隆顺（原壹号花坊）,宁德,304912612,壹号花坊（印象花坊龙山中路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
117,42267060178,河北雄安隆顺（原壹号花坊）,娄底,336859644,壹号花坊（涓涓花屋娄星区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
118,42267060178,河北雄安隆顺（原壹号花坊）,梧州,2043368140,别处生花（银兴一路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
121,42267060178,河北雄安隆顺（原壹号花坊）,榆林,304942553,壹号花坊（情缘鲜花榆阳西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
122,42267060178,河北雄安隆顺（原壹号花坊）,襄阳,2042539715,小雨点花屋（航空路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
123,42267060178,河北雄安隆顺（原壹号花坊）,安庆,2043512855,琪琪花艺,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
124,42267060178,河北雄安隆顺（原壹号花坊）,泸州,335724864,壹号花坊（城市花坊飞跃街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
125,42267060178,河北雄安隆顺（原壹号花坊）,西安,2043482918,天成花艺坊（新城区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
127,42267060178,河北雄安隆顺（原壹号花坊）,哈尔滨,2036835243,壹号花坊（一朵花艺南直路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
128,42267060178,河北雄安隆顺（原壹号花坊）,白银,2036892637,壹号花坊（十三花艺奶茶馆西山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
129,42267060178,河北雄安隆顺（原壹号花坊）,合肥,300038915,壹号花坊（麦子花艺馆蒙城北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
130,42267060178,河北雄安隆顺（原壹号花坊）,天津,336606927,壹号花坊（香谷鲜花渔阳镇店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
132,42267060178,河北雄安隆顺（原壹号花坊）,长春,2034988980,壹号花坊（简一鲜花绿园区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
133,42267060178,河北雄安隆顺（原壹号花坊）,长春,2042539723,忆花时间（柳影路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
136,42267060178,河北雄安隆顺（原壹号花坊）,青岛,2042539728,益玛特超市（庐山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
137,42267060178,河北雄安隆顺（原壹号花坊）,合肥,300612204,壹号花坊（花朝越城北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
138,42267060178,河北雄安隆顺（原壹号花坊）,遵义,300018937,壹号花坊（第三居鲜花白沙路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
142,42267060178,河北雄安隆顺（原壹号花坊）,周口,2043372420,溢清园花卉（交通东路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
143,42267060178,河北雄安隆顺（原壹号花坊）,厦门,304952534,壹号花坊（陌上花开悦实广场店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,63.0,1,0,0,0,0.0,0,0.0,20201001,20201031
144,42267060178,河北雄安隆顺（原壹号花坊）,六盘水,2036855287,壹号花坊（心心花屋建设西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
147,42267060178,河北雄安隆顺（原壹号花坊）,乐山,2043362464,花艺花屋（绥山镇店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
148,42267060178,河北雄安隆顺（原壹号花坊）,绍兴,300592094,壹号花坊（花之恋华宇天庭店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
149,42267060178,河北雄安隆顺（原壹号花坊）,安顺,2042569647,情缘花艺（西秀区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
150,42267060178,河北雄安隆顺（原壹号花坊）,哈尔滨,2043513881,花样年华（延寿县店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
151,42267060178,河北雄安隆顺（原壹号花坊）,渭南,2036855290,壹号花坊（爱尚鲜花坊解放路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
153,42267060178,河北雄安隆顺（原壹号花坊）,昌吉回族自治州,2042449614,向阳花卉（建国路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
154,42267060178,河北雄安隆顺（原壹号花坊）,苏州,2043503922,圣芳鲜花（虎丘区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
155,42267060178,河北雄安隆顺（原壹号花坊）,安阳,2043167146,花无缺（振林街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
157,42267060178,河北雄安隆顺（原壹号花坊）,烟台,300058942,壹号花坊（仪嘉花艺馆黄山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
158,42267060178,河北雄安隆顺（原壹号花坊）,无锡,2043362473,佳缘花艺（新吴区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
160,42267060178,河北雄安隆顺（原壹号花坊）,合肥,300058939,壹号花坊（春季花艺贵池路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
162,42267060178,河北雄安隆顺（原壹号花坊）,深圳,2043362466,遇见花坊爱花居（新桥街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,114.0,1,0,0,0,0.0,0,0.0,20201001,20201031
163,42267060178,河北雄安隆顺（原壹号花坊）,郑州,2042499827,博艺坊（新华路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
164,42267060178,河北雄安隆顺（原壹号花坊）,牡丹江,2036081119,花心思鲜花创意坊(景福街店),0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
167,42267060178,河北雄安隆顺（原壹号花坊）,遵义,304902513,壹号花坊（天缘花艺上海路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
169,42267060178,河北雄安隆顺（原壹号花坊）,盐城,2042449618,壹号花坊（花仙子阜城大关路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
170,42267060178,河北雄安隆顺（原壹号花坊）,杭州,2042666106,尚典花艺香（下城区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
172,42267060178,河北雄安隆顺（原壹号花坊）,郴州,300068999,壹号花坊（遇见花艺馆国庆南路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
174,42267060178,河北雄安隆顺（原壹号花坊）,安阳,300018934,壹号花坊（艺博花艺机场南路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
175,42267060178,河北雄安隆顺（原壹号花坊）,湘西土家族苗族自治州,336859645,壹号花坊（花开一束皇仓路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
176,42267060178,河北雄安隆顺（原壹号花坊）,武威,336626837,壹号花坊（民勤路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
179,42267060178,河北雄安隆顺（原壹号花坊）,遂宁,2042489700,花房鲜花（蓬中路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
180,42267060178,河北雄安隆顺（原壹号花坊）,重庆,335744863,壹号花坊（木棉花花艺文藻路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
181,42267060178,河北雄安隆顺（原壹号花坊）,营口,2036093777,壹号花坊（莉薇花坊东新路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
182,42267060178,河北雄安隆顺（原壹号花坊）,合肥,2042459719,锦喜汇花艺婚庆（凌湖路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
183,42267060178,河北雄安隆顺（原壹号花坊）,唐山,2034959854,壹号花坊（朝夕花舍路南区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
184,42267060178,河北雄安隆顺（原壹号花坊）,庆阳,2043177271,蝶兰花艺（北大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,114.0,1,0,0,0,0.0,0,0.0,20201001,20201031
185,42267060178,河北雄安隆顺（原壹号花坊）,德州,335757275,壹号花坊（鲜花振兴西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
186,42267060178,河北雄安隆顺（原壹号花坊）,娄底,2042489687,靓丽花屋（凤阳街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
187,42267060178,河北雄安隆顺（原壹号花坊）,朝阳,2043368143,遇见花开（长江路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
