,供应商ID_x,供应商名_x,城市名_x,门店ID,门店名称_x,总成交额(元)_x,预计收入(元)_x,有效订单_x,笔单价(元)_x,顾客实付金额(元)_x,顾客实付笔单价(元)_x,总支出(元)_x,商家补贴(元)_x,商家补贴力度_x,流失订单_x,流失订单预计损失(元)_x,用户原因流失订单_x,配送原因流失订单数_x,商家原因流失订单数_x,其他原因流失订单数_x,商品金额_x,包装费_x,配送费_x,开始日_x,结束日_x,供应商ID_y,供应商名_y,城市名_y,门店名称_y,总成交额(元)_y,预计收入(元)_y,有效订单_y,笔单价(元)_y,顾客实付金额(元)_y,顾客实付笔单价(元)_y,总支出(元)_y,商家补贴(元)_y,商家补贴力度_y,流失订单_y,流失订单预计损失(元)_y,用户原因流失订单_y,配送原因流失订单数_y,商家原因流失订单数_y,其他原因流失订单数_y,商品金额_y,包装费_y,配送费_y,开始日_y,结束日_y,供应商ID,供应商名,城市名,门店名称,总成交额(元),预计收入(元),有效订单,笔单价(元),顾客实付金额(元),顾客实付笔单价(元),总支出(元),商家补贴(元),商家补贴力度,流失订单,流失订单预计损失(元),用户原因流失订单,配送原因流失订单数,商家原因流失订单数,其他原因流失订单数,商品金额,包装费,配送费,开始日,结束日
10,42267060178,河北雄安隆顺（原壹号花坊）,襄阳,2043493004,柒月鲜花（襄州区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,襄阳,柒月鲜花（襄州区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,襄阳,柒月鲜花（襄州区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
11,42267060178,河北雄安隆顺（原壹号花坊）,商丘,2043137397,王军鲜花店（袁山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,商丘,王军鲜花店（袁山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,商丘,王军鲜花店（袁山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
12,42267060178,河北雄安隆顺（原壹号花坊）,合肥,2043502901,花里花店（莲花路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,合肥,花里花店（莲花路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,合肥,花里花店（莲花路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
13,42267060178,河北雄安隆顺（原壹号花坊）,常德,2043368141,洛神（武陵区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,常德,洛神（武陵区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,常德,洛神（武陵区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
14,42267060178,河北雄安隆顺（原壹号花坊）,株洲,336859643,壹号花坊（朵夏时光星通路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,株洲,壹号花坊（朵夏时光星通路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,株洲,壹号花坊（朵夏时光星通路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
15,42267060178,河北雄安隆顺（原壹号花坊）,本溪,336809812,壹号花坊（鲜花婚庆婚车曙光路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,本溪,壹号花坊（鲜花婚庆婚车曙光路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,本溪,壹号花坊（鲜花婚庆婚车曙光路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
16,42267060178,河北雄安隆顺（原壹号花坊）,娄底,2036852692,壹号花坊（鲜花屋婚庆馆上渡街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,娄底,壹号花坊（鲜花屋婚庆馆上渡街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,娄底,壹号花坊（鲜花屋婚庆馆上渡街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
17,42267060178,河北雄安隆顺（原壹号花坊）,杭州,300028994,壹号花坊（花海桂花西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,杭州,壹号花坊（花海桂花西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,杭州,壹号花坊（花海桂花西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
18,42267060178,河北雄安隆顺（原壹号花坊）,中山,2042539721,花开娜时花卉（湖滨北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,中山,花开娜时花卉（湖滨北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,1207.0,0,5,1,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,中山,花开娜时花卉（湖滨北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,1207.0,0,5,1,0,0.0,0,0,20200801,20200831
19,42267060178,河北雄安隆顺（原壹号花坊）,泸州,335724864,壹号花坊（城市花坊飞跃街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,泸州,壹号花坊（城市花坊飞跃街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,泸州,壹号花坊（城市花坊飞跃街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
20,42267060178,河北雄安隆顺（原壹号花坊）,合肥,300612204,壹号花坊（花朝越城北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,合肥,壹号花坊（花朝越城北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,149.0,0,0,1,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,合肥,壹号花坊（花朝越城北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,149.0,0,0,1,0,0.0,0,0,20200801,20200831
21,42267060178,河北雄安隆顺（原壹号花坊）,昌吉回族自治州,2042449614,向阳花卉（建国路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,昌吉回族自治州,向阳花卉（建国路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,151.0,0,0,1,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,昌吉回族自治州,向阳花卉（建国路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,151.0,0,0,1,0,0.0,0,0,20200801,20200831
22,42267060178,河北雄安隆顺（原壹号花坊）,郑州,2042499827,博艺坊（新华路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,郑州,博艺坊（新华路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,239.0,0,0,1,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,郑州,博艺坊（新华路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,239.0,0,0,1,0,0.0,0,0,20200801,20200831
23,42267060178,河北雄安隆顺（原壹号花坊）,朝阳,2043368143,遇见花开（长江路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,朝阳,遇见花开（长江路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,241.0,1,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,朝阳,遇见花开（长江路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,241.0,1,0,0,0,0.0,0,0,20200801,20200831
24,42267060178,河北雄安隆顺（原壹号花坊）,泸州,2043177265,礼韵花坊（金山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,泸州,礼韵花坊（金山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,泸州,礼韵花坊（金山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
25,42267060178,河北雄安隆顺（原壹号花坊）,济宁,2043493007,艾诺鲜花,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,济宁,艾诺鲜花,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,280.0,0,0,1,1,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,济宁,艾诺鲜花,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,280.0,0,0,1,1,0.0,0,0,20200801,20200831
26,42267060178,河北雄安隆顺（原壹号花坊）,贵阳,335744866,壹号花坊（四季春花艺黔春路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,贵阳,壹号花坊（四季春花艺黔春路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,248.0,0,0,1,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,贵阳,壹号花坊（四季春花艺黔春路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,248.0,0,0,1,0,0.0,0,0,20200801,20200831
27,42267060178,河北雄安隆顺（原壹号花坊）,徐州,2043167144,茉里（大黄山街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,徐州,茉里（大黄山街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,徐州,茉里（大黄山街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
28,42267060178,河北雄安隆顺（原壹号花坊）,重庆,2036173490,壹号花坊（玫瑰花店金佛大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,重庆,壹号花坊（玫瑰花店金佛大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,320.0,0,0,2,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,重庆,壹号花坊（玫瑰花店金佛大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,320.0,0,0,2,0,0.0,0,0,20200801,20200831
29,42267060178,河北雄安隆顺（原壹号花坊）,汉中,2036895309,壹号花坊（点点花艺天汉大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,汉中,壹号花坊（点点花艺天汉大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,汉中,壹号花坊（点点花艺天汉大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
30,42267060178,河北雄安隆顺（原壹号花坊）,邯郸,2036822604,壹号花坊（人家有花滏明路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,邯郸,壹号花坊（人家有花滏明路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,邯郸,壹号花坊（人家有花滏明路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
31,42267060178,河北雄安隆顺（原壹号花坊）,黑河,2036835244,壹号花坊（百合恋婚庆龙江路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,黑河,壹号花坊（百合恋婚庆龙江路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,黑河,壹号花坊（百合恋婚庆龙江路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
32,42267060178,河北雄安隆顺（原壹号花坊）,鄂尔多斯,335744865,壹号花坊（满天星鲜花坊东胜区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,鄂尔多斯,壹号花坊（满天星鲜花坊东胜区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,鄂尔多斯,壹号花坊（满天星鲜花坊东胜区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
33,42267060178,河北雄安隆顺（原壹号花坊）,贵阳,300169063,壹号花坊（花之翼安井未来方舟E4组团店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,贵阳,壹号花坊（花之翼安井未来方舟E4组团店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,138.0,1,0,1,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,贵阳,壹号花坊（花之翼安井未来方舟E4组团店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,138.0,1,0,1,0,0.0,0,0,20200801,20200831
34,42267060178,河北雄安隆顺（原壹号花坊）,哈尔滨,2043177277,花样年华（前进街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,哈尔滨,花样年华（前进街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,哈尔滨,花样年华（前进街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
35,42267060178,河北雄安隆顺（原壹号花坊）,萍乡,335786148,壹号花坊（梁氏花木安源区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,萍乡,壹号花坊（梁氏花木安源区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,萍乡,壹号花坊（梁氏花木安源区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,20200801,20200831
36,42267060178,河北雄安隆顺（原壹号花坊）,赣州,2043378235,奇缘花纺（东山街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031,42267060178,河北雄安隆顺（原壹号花坊）,赣州,奇缘花纺（东山街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,332.0,0,0,2,0,0.0,0,0,20200801,20200831,42267060178,河北雄安隆顺（原壹号花坊）,赣州,奇缘花纺（东山街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,332.0,0,0,2,0,0.0,0,0,20200801,20200831
