,Unnamed: 0_x,供应商ID_x,供应商名_x,城市名_x,门店ID,门店名称_x,总成交额(元)_x,预计收入(元)_x,有效订单_x,笔单价(元)_x,顾客实付金额(元)_x,顾客实付笔单价(元)_x,总支出(元)_x,商家补贴(元)_x,商家补贴力度_x,流失订单_x,流失订单预计损失(元)_x,用户原因流失订单_x,配送原因流失订单数_x,商家原因流失订单数_x,其他原因流失订单数_x,商品金额_x,包装费_x,配送费_x,开始日_x,结束日_x,Unnamed: 0_y,供应商ID_y,供应商名_y,城市名_y,门店名称_y,总成交额(元)_y,预计收入(元)_y,有效订单_y,笔单价(元)_y,顾客实付金额(元)_y,顾客实付笔单价(元)_y,总支出(元)_y,商家补贴(元)_y,商家补贴力度_y,流失订单_y,流失订单预计损失(元)_y,用户原因流失订单_y,配送原因流失订单数_y,商家原因流失订单数_y,其他原因流失订单数_y,商品金额_y,包装费_y,配送费_y,开始日_y,结束日_y,Unnamed: 0,供应商ID,供应商名,城市名,门店名称,总成交额(元),预计收入(元),有效订单,笔单价(元),顾客实付金额(元),顾客实付笔单价(元),总支出(元),商家补贴(元),商家补贴力度,流失订单,流失订单预计损失(元),用户原因流失订单,配送原因流失订单数,商家原因流失订单数,其他原因流失订单数,商品金额,包装费,配送费,开始日,结束日
17,185,22267202676,花非花科技（原邂逅花坊）,荆州,166924810,邂逅花坊（强达婚车园林路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,870,22267202676,花非花科技（原邂逅花坊）,荆州,邂逅花坊（强达婚车园林路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,885,22267202676,花非花科技（原邂逅花坊）,荆州,邂逅花坊（强达婚车园林路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
18,192,22267202676,花非花科技（原邂逅花坊）,阿勒泰地区,170245959,邂逅花坊（一朵花艺生活馆迎宾路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,374,22267202676,花非花科技（原邂逅花坊）,阿勒泰地区,邂逅花坊（一朵花艺生活馆迎宾路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,706,22267202676,花非花科技（原邂逅花坊）,阿勒泰地区,邂逅花坊（一朵花艺生活馆迎宾路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
19,195,22267202676,花非花科技（原邂逅花坊）,渭南,2036103504,邂逅花坊（一凡花店人民路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,378,22267202676,花非花科技（原邂逅花坊）,渭南,邂逅花坊（一凡花店人民路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,720,22267202676,花非花科技（原邂逅花坊）,渭南,邂逅花坊（一凡花店人民路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
20,197,22267202676,花非花科技（原邂逅花坊）,徐州,2036103503,邂逅花坊（皇家玫瑰新沂市店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,76.0,1,0,0,0,0.0,0,0.0,20200901,20200930,372,22267202676,花非花科技（原邂逅花坊）,徐州,邂逅花坊（皇家玫瑰新沂市店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,704,22267202676,花非花科技（原邂逅花坊）,徐州,邂逅花坊（皇家玫瑰新沂市店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
21,207,22267202676,花非花科技（原邂逅花坊）,牡丹江,304952590,邂逅花坊（有间花店东大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,379,22267202676,花非花科技（原邂逅花坊）,牡丹江,邂逅花坊（有间花店东大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,711,22267202676,花非花科技（原邂逅花坊）,牡丹江,邂逅花坊（有间花店东大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
22,231,22267202676,花非花科技（原邂逅花坊）,烟台,305145168,邂逅花坊（一品鲜花登州街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,274,22267202676,花非花科技（原邂逅花坊）,烟台,邂逅花坊（一品鲜花登州街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,1004,22267202676,花非花科技（原邂逅花坊）,烟台,邂逅花坊（一品鲜花登州街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,489.0,1,0,0,0,0.0,0,0.0,20201001,20201031
23,232,22267202676,花非花科技（原邂逅花坊）,驻马店,2043137374,梦想花园（开源大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,343,22267202676,花非花科技（原邂逅花坊）,驻马店,梦想花园（开源大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,1016,22267202676,花非花科技（原邂逅花坊）,驻马店,梦想花园（开源大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
24,238,22267202676,花非花科技（原邂逅花坊）,呼和浩特,304982548,邂逅花坊（窃窃花语鲜花工作室闻都城市店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,350,22267202676,花非花科技（原邂逅花坊）,呼和浩特,邂逅花坊（窃窃花语鲜花工作室闻都城市店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,176.0,0,0,1,0,0.0,0,0.0,20200801,20200831,1005,22267202676,花非花科技（原邂逅花坊）,呼和浩特,邂逅花坊（窃窃花语鲜花工作室闻都城市店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
25,250,22267202676,花非花科技（原邂逅花坊）,文山壮族苗族自治州,2043368128,中赫花艺（卧龙街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,540,22267202676,花非花科技（原邂逅花坊）,文山壮族苗族自治州,中赫花艺（卧龙街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,327,22267202676,花非花科技（原邂逅花坊）,文山壮族苗族自治州,中赫花艺（卧龙街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
26,262,22267202676,花非花科技（原邂逅花坊）,临汾,169732241,邂逅花坊（尧都区环城中路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,545,22267202676,花非花科技（原邂逅花坊）,临汾,邂逅花坊（尧都区环城中路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,241,22267202676,花非花科技（原邂逅花坊）,临汾,邂逅花坊（尧都区环城中路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
27,268,22267202676,花非花科技（原邂逅花坊）,合肥,2035009475,邂逅花坊（爱馨主题花艺万泉河路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,684,22267202676,花非花科技（原邂逅花坊）,合肥,邂逅花坊（爱馨主题花艺万泉河路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,740,22267202676,花非花科技（原邂逅花坊）,合肥,邂逅花坊（爱馨主题花艺万泉河路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
28,275,22267202676,花非花科技（原邂逅花坊）,齐齐哈尔,174298984,邂逅花坊（风格鲜花铁鸣委B楼店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,337,22267202676,花非花科技（原邂逅花坊）,齐齐哈尔,邂逅花坊（风格鲜花铁鸣委B楼店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,731,22267202676,花非花科技（原邂逅花坊）,齐齐哈尔,邂逅花坊（风格鲜花铁鸣委B楼店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
29,278,22267202676,花非花科技（原邂逅花坊）,广州,304882600,邂逅花坊（789花艺松原大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,398,22267202676,花非花科技（原邂逅花坊）,广州,邂逅花坊（789花艺松原大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,667,22267202676,花非花科技（原邂逅花坊）,广州,邂逅花坊（789花艺松原大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
30,282,22267202676,花非花科技（原邂逅花坊）,长沙,169732209,邂逅花坊（假日花坊曙光中路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,687,22267202676,花非花科技（原邂逅花坊）,长沙,邂逅花坊（假日花坊曙光中路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,743,22267202676,花非花科技（原邂逅花坊）,长沙,邂逅花坊（假日花坊曙光中路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
31,296,22267202676,花非花科技（原邂逅花坊）,吕梁,2043167113,遇见花开（中阳楼街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,595,22267202676,花非花科技（原邂逅花坊）,吕梁,遇见花开（中阳楼街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,897,22267202676,花非花科技（原邂逅花坊）,吕梁,遇见花开（中阳楼街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
32,299,22267202676,花非花科技（原邂逅花坊）,长治,2043482907,真爱花店（紫团街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,593,22267202676,花非花科技（原邂逅花坊）,长治,真爱花店（紫团街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,901,22267202676,花非花科技（原邂逅花坊）,长治,真爱花店（紫团街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
33,312,22267202676,花非花科技（原邂逅花坊）,淮南,300672438,邂逅花坊（韦爵爷大通街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,334,22267202676,花非花科技（原邂逅花坊）,淮南,邂逅花坊（韦爵爷大通街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,146.0,0,0,1,0,0.0,0,0.0,20200801,20200831,578,22267202676,花非花科技（原邂逅花坊）,淮南,邂逅花坊（韦爵爷大通街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
34,313,22267202676,花非花科技（原邂逅花坊）,平顶山,169732258,邂逅花坊（四季花业光明路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,302,22267202676,花非花科技（原邂逅花坊）,平顶山,邂逅花坊（四季花业光明路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200801,20200831,369,22267202676,花非花科技（原邂逅花坊）,平顶山,邂逅花坊（四季花业光明路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
35,326,22267202676,花非花科技（原邂逅花坊）,烟台,171029582,邂逅花坊（开发区城建局店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930,270,22267202676,花非花科技（原邂逅花坊）,烟台,邂逅花坊（开发区城建局店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,165.0,0,0,1,0,0.0,0,0.0,20200801,20200831,558,22267202676,花非花科技（原邂逅花坊）,烟台,邂逅花坊（开发区城建局店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20201001,20201031
