,poi_id,门店名,品牌ID,品牌名,省份,城市,城市等级,蜂窝,一级品类,二级品类,是否营业,首次上线时间,配送方式,提单数,推单数,接单数,订单数,原价交易额,实付交易额,原价客单价,实付客单价,非异订单数,商家配送延迟订单数,商家拒单订单数,商家不接单订单数,商家取消不告知订单数,商家少餐错餐订单数,商家经营状态异常订单数,商家违规投诉订单数,美团配送延迟订单数,因美团配送原因取消订单数,线上活动总补贴金额,曝光人数,进店人数,成单用户数,在线商品数,在售商品数
24,4949364,娜娜鲜花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180512.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,127,8,0,105,96
25,4439347,欣馨花艺赤城河沿街店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180309.0,2,1,1,1,1,150.0,150.0,150.0,150.0,0,0,0,0,0,0,0,0,0,0,5.0,111,7,1,112,24
26,4381739,一美花卉,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180206.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,340,5,0,425,405
27,8629184,花点时间花艺室（向日葵·康乃馨·鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200330.0,1,1,1,1,1,318.0,159.0,318.0,159.0,0,0,0,0,0,0,0,0,0,0,163.0,391,20,1,408,287
28,6724672,四季花卉（金聚底商店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190320.0,1,1,1,1,1,138.0,138.0,138.0,138.0,0,0,0,0,0,0,0,0,0,0,5.0,78,2,1,144,75
29,8936499,花·时间（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200427.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,261,5,0,324,318
30,5588132,百艳花居鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180811.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,105,6,0,174,174
31,6513954,如愿鲜花（小梦花艺）,100012196,如愿鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190125.0,1,2,2,2,1,256.0,128.0,256.0,128.0,0,0,0,0,0,0,0,0,0,0,137.0,190,23,1,848,848
32,7438654,醉美花艺馆（向日葵·康乃馨·鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20190801.0,1,1,1,1,1,176.0,88.0,176.0,88.0,0,0,0,0,0,0,0,0,0,0,92.0,574,9,1,408,313
33,7380463,花驿花苑(礼品鲜花，生日花、表白花),0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20190709.0,1,7,6,6,4,1175.0,482.0,293.75,120.5,0,0,0,0,0,0,0,0,0,0,728.0,926,64,4,605,346
34,5624135,七月·花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180814.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,65,5,0,48,20
35,2033651,百艳花卉,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170220.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,48,1,0,155,139
36,9147490,小娜花艺,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,0,20200809.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,22,3,0,16,16
37,9709845,百艳花居-生日鲜花，表白鲜花,100034937,艾尚花语,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200810.0,1,1,1,1,1,249.0,139.0,249.0,139.0,0,0,0,0,0,0,0,0,0,0,121.0,140,9,1,453,452
38,5744907,玫瑰园鲜花,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20180901.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,254,0,0,142,51
39,5648476,花房姑娘,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180816.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,21,0,0,33,14
40,9736189,溢馨花艺店,100033020,沪花拾者,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200818.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,116,2,0,233,172
41,8674169,木棉记忆花屋（崇礼店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200313.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,91,4,0,17,17
42,6643951,芊卉花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190307.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,30,0,0,35,3
43,8953201,实惠花屋,27819,维纳斯鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200422.0,1,2,2,2,2,525.0,156.01,262.5,78.005,0,0,0,0,0,0,0,0,0,0,387.99,248,19,2,656,610
44,1786360,邂逅花坊鲜花（小草鲜花店）,100004099,邂逅花坊鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20161125.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,60,0,0,583,468
45,1372332,花开相爱鲜花店,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20160817.0,1,1,1,1,1,98.0,98.0,98.0,98.0,0,0,0,0,0,0,0,0,0,0,0.0,571,20,1,163,155
46,6898286,那时花开,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190423.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,213,0,0,62,62
47,4966315,馨缘花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20180514.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,92,1,0,109,109
48,7832692,百红花房（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,179,8,0,521,426
49,5972058,邂逅花坊鲜花（茗花坊鲜花店）,100004099,邂逅花坊鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20181018.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,142,1,0,583,469
50,3604414,芙蓉花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20171023.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,89,5,0,21,12
51,9231667,奇欣花卉（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200602.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,146,2,0,475,446
52,9131026,海林超市鲜花店,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200524.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,96,5,0,64,63
53,6513955,如愿鲜花（花恋鲜花坊）,100012196,如愿鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190124.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,447,8,0,770,769
54,4950879,鲜花到（怡花都鲜花礼品）,100028370,鲜花网,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20180512.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,206,2,0,470,326
55,7707902,鹿大人（风云花艺鲜花馆）,100033339,鹿大人,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20190910.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,197,3,0,414,355
56,5154982,水云间花卉,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180607.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,72,5,0,76,75
57,9028638,巧巧花坊（张家口店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200516.0,1,2,1,1,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,146,3,0,249,249
58,9438139,繁花花坊鲜花店(生日鲜花，表白鲜花),100034937,艾尚花语,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200703.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,158,3,0,449,444
59,6136674,邂逅花坊鲜花（沁香霞轩）,100004099,邂逅花坊鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20181213.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,142,0,0,582,468
60,376284,美丽契约鲜花（花添喜事花店）,9810,美丽契约鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20150819.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,222,4,0,510,444
61,7577182,一家花店鲜花（青青花店）,100003909,一家花店,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190827.0,1,1,1,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,335,5,0,523,486
62,9552795,简爱花艺,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200721.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,96,0,0,164,163
63,6675134,蕞美花店·dream flower,0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20190402.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,61,0,0,9,9
64,4357084,婕拉花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20180129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,122,4,0,94,49
65,5588201,俪缘花艺鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20180811.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,103,1,0,258,257
66,1449953,花匠先生(海艳花艺鲜花店),100030827,花匠先生,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20160902.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,256,3,0,560,519
67,9630382,蘭亭花卉（宣化路店）,100035487,花专家,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200729.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,222,0,0,324,318
68,6524306,花之语,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190128.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,8,0,0,15,13
69,9201940,花香语鲜花婚庆,100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200529.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,63,1,0,612,476
70,6332216,花间密码,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,0,20181226.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,10,0,0,25,23
71,890655,花世界,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20160427.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,163,5,0,256,256
72,979299,随心花苑,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,0,20160517.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,6,0,0,24,19
73,7255449,熊先生鲜花（天天鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20190614.0,1,1,1,1,1,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,58.0,463,6,1,408,287
74,1958942,鲜花坊（好心情鲜花店）,27557,鲜花坊,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20170119.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,187,8,0,285,278
75,9710057,开心花卉（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,0,20200810.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,51,0,0,293,287
76,9987840,紫情花艺,100012196,如愿鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200918.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,323,11,0,770,770
77,9601223,花森林（海娇鲜花店）,100035486,花森林,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200724.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,138,3,0,352,338
78,8936941,一花一慕花艺（北方学院店）,0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20200430.0,1,3,2,2,2,336.0,226.0,168.0,113.0,0,0,0,0,0,0,0,0,0,0,116.0,551,44,2,110,105
79,9240054,幸福花开鲜花（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,0,20200602.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,42,0,0,534,508
80,5637999,花小匠,100012195,爱花轩,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20180815.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,161,0,0,415,415
81,9236625,花房姑娘鲜花坊,0,,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200604.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,204,4,0,55,52
82,1709625,香格格鲜花馆（怀来）,29079,香格格鲜花馆,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20161125.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,117,4,0,232,224
83,10040032,光头强花店,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200923.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,40,0,0,293,287
84,3291038,诗情花艺花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170913.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,6,0,0,106,81
85,8709480,金金鲜花,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200316.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,31,0,0,25,25
86,9844538,植得,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20200828.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,24,0,0,647,628
87,10084532,蝶梦鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200929.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,47,1,0,5,5
88,8376667,弄花花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191224.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,71,2,0,54,42
89,9431456,花艺空间鲜花店（教师节鲜花、婚庆用花、开业花篮）,100011097,玫瑰之约鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200702.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,277,13,0,434,415
90,9736290,匠心花艺婚庆（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200817.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,295,2,0,299,293
91,8369636,花伴鲜花店（教师节鲜花、婚庆用花、开业花篮）,100011097,玫瑰之约鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200226.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,361,9,0,118,103
92,9804027,绿之缘鲜花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200822.0,2,3,3,2,1,99.0,99.0,99.0,99.0,0,0,0,0,0,0,0,0,0,0,3.0,101,11,1,94,93
93,3169810,腾飞花卉中心,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170824.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,38,2,0,88,88
94,7535576,花匠先生（婚庆典礼情人竹鲜花店）,100030827,花匠先生,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20190806.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,93,5,0,563,524
95,8850906,花·时间鲜花店(生日花，表白花，鲜花),100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200410.0,1,1,1,1,1,159.0,159.0,159.0,159.0,0,0,0,0,0,0,0,0,0,0,53.0,149,5,1,609,474
96,5961371,花匠先生（卡朵朵鲜花店）,100030827,花匠先生,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20181022.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,284,6,0,560,519
97,7274305,初诺鲜花水果,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,0,20190617.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,22,0,0,60,58
98,9569808,小草鲜花店（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200720.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,150,1,0,293,287
99,7134801,花漫,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,0,20190603.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,21,19
100,5633635,花木兰,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180815.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,61,4,0,64,12
101,4465240,鹿大人（田园花舍鲜花）,100033339,鹿大人,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180309.0,1,4,4,4,3,722.0,405.8,240.66666666666663,135.26666666666668,0,0,0,0,0,0,0,0,0,0,319.2,612,27,3,391,390
102,7255448,熊先生鲜花（娜间花店）,100030825,熊先生鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190611.0,1,1,1,1,1,278.0,139.0,278.0,139.0,0,0,0,0,0,0,0,0,0,0,143.0,326,7,1,407,257
103,7933846,鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20191013.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,13,1
104,9810227,爱之漫,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200823.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,108,3,0,620,604
105,4017324,藤园艺馆,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20171211.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,20,0,0,13,8
106,9716991,花间密码,100031553,喜花绿植,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200810.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,440,6,0,288,288
107,7506071,牛牛水族花卉（尚义）,0,,河北省,张家口,D1,,鲜花绿植,绿植/园艺店,1,20190726.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,140,7,0,38,35
108,8313418,诺言鲜花（涿鹿县店）,100004094,诺言鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200210.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,119,7,0,633,491
109,6627263,沁园花卉（平安街店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190308.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,41,7,0,52,49
110,9329905,幸福草花店（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200615.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,339,3,0,324,318
111,8404291,艾妮花艺（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200121.0,1,1,1,1,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,194,15,0,398,397
112,3801797,米兰鲜花店鲜花绿植,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20171114.0,1,4,4,4,4,1424.0,412.0,356.0,103.0,0,0,0,0,0,0,0,0,0,0,1034.0,569,31,4,546,383
